Abkuerzung Betriebspunkt;Bezeichnung Betriebspunkt;Abkuerzung Betriebspunkt Strecke;Bezeichnung Betriebspunkt Strecke;LINIE;Kilometrierung des Betriebspunktes;LINIENNAME;VERWALTUNG;E;N;geopos;BPUIC;Didok Nummer;Name Haltestelle;lod
BU;Buchs SG;BU;Buchs SG;884;18.526;Buchs - Buchs RB;SBB CFF;2754651.563;1226171.291;1226171.29111,2754651.56068;8509404;9404;Buchs SG;http://lod.opentransportdata.swiss/didok/8509404
BUD;Buchs-Dallikon;BUD;Buchs-Dallikon;703;32.85719;ZH Oerlikon Nord - Wettingen - Gruemet;SBB CFF;2675183.78;1256323.856;1256323.86115,2675183.78061;8503527;3527;Buchs-Dällikon;http://lod.opentransportdata.swiss/didok/8503527
BUE;Bulach;BUE;Bulach;770;16.25419;Bulach - Eglisau - Neuhausen;SBB CFF;2682660.579;1264267.926;1264267.93115,2682660.58061;8503400;3400;Bülach;http://lod.opentransportdata.swiss/didok/8503400
BUEO;Butzberg Ost (Agl);BUEO;Butzberg Ost (Agl);417;62.3;Langenthal GB - Butzberg Ost (Agl);SBB CFF;2623199.702;1229116.251;1229116.25115,2623199.70057;8508142;8142;Bützberg Ost (Agl);http://lod.opentransportdata.swiss/didok/8508142
BUET;Butschwil;BUET;Butschwil;853;12.92551;Wil Sud - Wattwil - Uznach;SBB CFF;2723625.228;1246704.953;1246704.95113,2723625.23065;8506203;6203;Bütschwil;http://lod.opentransportdata.swiss/didok/8506203
BV;Bevaix;BV;Bevaix;210;62.27922;Daillens - Biel/Bienne;SBB CFF;2552254.123;1197813.926;1197813.93115,2552254.12052;8504206;4206;Bevaix;http://lod.opentransportdata.swiss/didok/8504206
BX;Buix;BX;Buix;240;121.45023;Delemont - Delle;SBB CFF;2569196.944;1258810.209;1258810.21117,2569196.94052;8500144;144;Buix;http://lod.opentransportdata.swiss/didok/8500144
BZ;Bressonnaz;BZ;Bressonnaz;251;36.065;Palezieux Est - Lyss Nord;SBB CFF;2550445.066;1167084.669;1167084.67114,2550445.07053;8504019;4019;Bressonnaz;http://lod.opentransportdata.swiss/didok/8504019
BZS;Bischofszell Stadt;BZS;Bischofszell Stadt;852;10.04624;Sulgen - Gossau SG;SBB CFF;2735849.061;1261713.888;1261713.89113,2735849.06065;8506213;6213;Bischofszell Stadt;http://lod.opentransportdata.swiss/didok/8506213
CABS;Carouge-Bachet saut du Km;CABA;Lancy-Bachet;153;65.409;St-Jean - Geneve-La Praille;SBB CFF;2498705.227;1114616.116;1114616.12113,2498705.23049;8518336;18336;Carouge-Bachet saut du Km;http://lod.opentransportdata.swiss/didok/8518336
CABV;Monthey Centre agr Bas-V (embr;CABV;Monthey Centre agr Bas-V (embr;131;9.087;Les Paluds - St-Gingolph (Frontiere);SBB CFF;2561713.097;1125598.279;1125598.28113,2561713.10055;8501436;1436;Monthey Centre agr Bas-V (embr;http://lod.opentransportdata.swiss/didok/8501436
CAMS;Camorino Sud;CAMO;Camorino (dira);592;228.14415;Verbindungslinie CBT Ovest Camorino Sud;SBB CFF;2719679.536;1112195.074;1112195.07107,2719679.54069;8515978;15978;Camorino Sud;http://lod.opentransportdata.swiss/didok/8515978
CAP;Capolago-Riva S. Vitale;CAP;Capolago-Riva S. Vitale;600;194.61388;Immensee - Bellinzona - Chiasso;SBB CFF;2719534.984;1084642.939;1084642.94107,2719534.9807;8505304;5304;Capolago-Riva S Vitale;http://lod.opentransportdata.swiss/didok/8505304
CBY;Collombey;CBY;Collombey;131;7.9055;Les Paluds - St-Gingolph (Frontiere);SBB CFF;2562234.787;1124537.307;1124537.31112,2562234.79055;8501422;1422;Collombey;http://lod.opentransportdata.swiss/didok/8501422
CD;Cadenazzo;CD;Cadenazzo;630;159.48;Giubiasco - Locarno;SBB CFF;2716115.854;1112349.399;1112349.40107,2716115.85069;8505404;5404;Cadenazzo;http://lod.opentransportdata.swiss/didok/8505404
CF;La Chaux-de-Fonds;CF;La Chaux-de-Fonds;224;29.457;Chambrelien Nord - Le Locle (Frontiere);SBB CFF;2553490.0687;1216557.0295;1216557.03117,2553490.07052;8504314;4314;La Chaux-de-Fonds;http://lod.opentransportdata.swiss/didok/8504314
CF;La Chaux-de-Fonds;CF;La Chaux-de-Fonds;234;0.0;La Chaux-de-Fonds - Les Ponts-de-Martel;SBB CFF;2553490.0687;1216557.0295;1216557.03117,2553490.07052;8504314;4314;La Chaux-de-Fonds;http://lod.opentransportdata.swiss/didok/8504314
CH;Chur;CH;Chur;900;25.71888;Sargans Ost - Chur West (Gleisende);SBB CFF;2759397.951;1191228.46;1191228.46109,2759397.95069;8509000;9000;Chur;http://lod.opentransportdata.swiss/didok/8509000
CHA;Chamoson-St-Pierre-de-Clages;CHA;Chamoson-St-Pierre-de-Clages;100;82.12316;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2584748.077;1115283.056;1115283.06111,2584748.08057;8501504;1504;Chamoson-St-Pierre-de-Clages;http://lod.opentransportdata.swiss/didok/8501504
CHAA;Cham Alpenblick;CHAA;Cham Alpenblick;660;42.425;Thalwil - Zug - Fluhmuhle;SBB CFF;2678284.716;1226217.914;1226217.91113,2678284.72062;8515995;15995;Cham Alpenblick;http://lod.opentransportdata.swiss/didok/8515995
CHAV;Chavannes;CHAV;Chavannes;210;93.733;Daillens - Biel/Bienne;SBB CFF;2576719.188;1214671.083;1214671.08115,2576719.19054;8504241;4241;Chavannes;http://lod.opentransportdata.swiss/didok/8504241
CHIG;Chiggiogna (c bin);CHIG;Chiggiogna (c bin);600;109.3837;Immensee - Bellinzona - Chiasso;SBB CFF;2706401.461;1147073.312;1147073.3111,2706401.46067;8505243;5243;Chiggiogna (c bin);http://lod.opentransportdata.swiss/didok/8505243
CHNF;Chambrelien (cul-de-sac);CHN;Chambrelien;223;10.73519;Neuchatel-Vauseyon - Chambrelien;SBB CFF;2552058.431;1201788.636;1201788.64116,2552058.43052;8515315;15315;Chambrelien (cul-de-sac);http://lod.opentransportdata.swiss/didok/8515315
CHNN;Chambrelien Nord (bif);CHN;Chambrelien;224;10.5849;Chambrelien Nord - Le Locle (Frontiere);SBB CFF;2552430.956;1202117.72;1202117.72116,2552430.96052;8515316;15316;Chambrelien Nord (bif);http://lod.opentransportdata.swiss/didok/8515316
CHSM;Chiasso Smistamento;CHSM;Chiasso Smistamento;638;205.31538;Balerna SM - Chiasso Smistamento;SBB CFF;2721246.962;1077301.246;1077301.25106,2721246.9607;8505309;5309;Chiasso Smistamento;http://lod.opentransportdata.swiss/didok/8505309
CHSN;Chiasso Smistamento Nord (bif);CHSM;Chiasso Smistamento;637;204.4003;Chiasso Smistamento - Chiasso;SBB CFF;2721646.467;1077852.59;1077852.59106,2721646.4707;8515394;15394;Chiasso Smistamento Nord (bif);http://lod.opentransportdata.swiss/didok/8515394
CL;Clarens;CL;Clarens;100;23.0952;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2558283.195;1143633.665;1143633.66113,2558283.20054;8501203;1203;Clarens;http://lod.opentransportdata.swiss/didok/8501203
CN;Corcelles-Nord;CN;Corcelles-Nord;251;60.75736;Palezieux Est - Lyss Nord;SBB CFF;2563507.572;1187236.014;1187236.01115,2563507.57053;8504123;4123;Corcelles-Nord;http://lod.opentransportdata.swiss/didok/8504123
CORI;Cornaux industrie;CORI;Cornaux industrie;216;1.6;Cornaux - Raffinerie - Juracime;SBB CFF;2568999.9765;1209725.5174;1209725.52115,2568999.98053;8516194;16194;Cornaux industrie;http://lod.opentransportdata.swiss/didok/8516194
CORS;Corseaux-Cornalles;CORS;Corseaux-Cornalles;111;1.75;Vevey Ouest - Puidoux-Chexbres;SBB CFF;2552851.449;1146754.617;1146754.62113,2552851.45053;8504040;4040;Corseaux-Cornalles;http://lod.opentransportdata.swiss/didok/8504040
CR;Croy-Romainmotier;CR;Croy-Romainmotier;200;33.70166;Renens VD Ouest - Vallorbe;SBB CFF;2526534.837;1172172.885;1172172.89115,2526534.8405;8501106;1106;Croy-Romainmôtier;http://lod.opentransportdata.swiss/didok/8501106
CRGD;Creux-de-Genthod;CRGD;Creux-de-Genthod;150;53.80043;Lausanne - Geneve-Aeroport;SBB CFF;2501521.417;1124396.873;1124396.87114,2501521.42049;8501012;1012;Creux-de-Genthod;http://lod.opentransportdata.swiss/didok/8501012
CTM;Courtemaiche;CTM;Courtemaiche;241;0.0;Courtemaiche - Bure-Casernes;SBB CFF;2571099.681;1256191.682;1256191.68117,2571099.68052;8500127;127;Courtemaîche;http://lod.opentransportdata.swiss/didok/8500127
CVN;La Conversion;CVN;La Conversion;250;4.0037;Lausanne Est - Bern;SBB CFF;2541648.895;1151592.434;1151592.43114,2541648.89052;8504010;4010;La Conversion;http://lod.opentransportdata.swiss/didok/8504010
DA;Dachsen;DA;Dachsen;762;51.30854;Winterthur Nord - Schaffhausen RB Ost;SBB CFF;2688266.959;1280266.655;1280266.66114,2688266.96061;8506049;6049;Dachsen;http://lod.opentransportdata.swiss/didok/8506049
DAIB;Daillens (bif);DAIL;Daillens;210;19.115;Daillens - Biel/Bienne;SBB CFF;2531684.457;1165528.873;1165528.87115,2531684.46051;8515319;15319;Daillens (bif);http://lod.opentransportdata.swiss/didok/8515319
DIH;Dinhard;DIH;Dinhard;821;9.96916;Oberwinterthur - Etzwilen West (Abzw);SBB CFF;2698929.771;1267786.78;1267786.78114,2698929.77062;8506021;6021;Dinhard;http://lod.opentransportdata.swiss/didok/8506021
DKO;Daniken Ost;DK;Daniken;540;46.1;Olten - Woschnau;SBB CFF;2641165.458;1245435.04;1245435.04115,2641165.46058;8502143;2143;Däniken Ost;http://lod.opentransportdata.swiss/didok/8502143
DKO;Daniken Ost;DK;Daniken;650;48.11923;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2641165.458;1245435.04;1245435.04115,2641165.46058;8502143;2143;Däniken Ost;http://lod.opentransportdata.swiss/didok/8502143
DMT;Delemont;DMT;Delemont;240;84.6069;Delemont - Delle;SBB CFF;2593309.758;1245689.284;1245689.28116,2593309.76054;8500109;109;Delémont;http://lod.opentransportdata.swiss/didok/8500109
DN;Deitingen;DN;Deitingen;410;67.59769;Olten - Solothurn - Biel/Bienne;SBB CFF;2613656.095;1229714.827;1229714.83115,2613656.09057;8500209;209;Deitingen;http://lod.opentransportdata.swiss/didok/8500209
DOM;Domdidier;DOM;Domdidier;251;66.18946;Palezieux Est - Lyss Nord;SBB CFF;2567425.216;1190909.766;1190909.77114,2567425.22054;8504125;4125;Domdidier;http://lod.opentransportdata.swiss/didok/8504125
DORF;Dorfnest (Abzw);DORF;Dorfnest (Abzw);757;13.37749;Kloten - Dorfnest (Uberwerfung);SBB CFF;2688318.739;1255390.319;1255390.32114,2688318.74062;8503337;3337;Dorfnest (Abzw);http://lod.opentransportdata.swiss/didok/8503337
DTLN;Dietlikon Nord (Vzw);DTLN;Dietlikon Nord (Vzw);9780;350.91099;Bruttenertunnel West;SBB CFF;2689246.815;1253159.031;1253159.03113,2689246.82062;8508289;8289;Dietlikon Nord (Vzw);http://lod.opentransportdata.swiss/didok/8508289
DTLS;Dietlikon Sud (Abzw);DTL;Dietlikon;751;10.60634;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2688945.25;1252406.083;1252406.08114,2688945.25062;8515440;15440;Dietlikon Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515440
ECLN;Eclepens Nord (bif);ECL;Eclepens;210;21.56;Daillens - Biel/Bienne;SBB CFF;2532130.34;1167889.522;1167889.52115,2532130.34051;8515327;15327;Eclépens Nord (bif);http://lod.opentransportdata.swiss/didok/8515327
EF;Effretikon;EF;Effretikon;753;-0.01948;Effretikon - Wetzikon - Hinwil;SBB CFF;2694165.311;1253527.158;1253527.16113,2694165.31062;8503305;3305;Effretikon;http://lod.opentransportdata.swiss/didok/8503305
EFG;Effingen;EFG;Effingen;700;42.43553;Brugg - Pratteln Ost;SBB CFF;2649906.054;1258630.995;1258631.00115,2649906.05059;8500307;307;Effingen;http://lod.opentransportdata.swiss/didok/8500307
EG;Egerkingen;EG;Egerkingen;410;49.10147;Olten - Solothurn - Biel/Bienne;SBB CFF;2627245.302;1240505.761;1240505.76115,2627245.30057;8500214;214;Egerkingen;http://lod.opentransportdata.swiss/didok/8500214
EINF;Einfang (Abzw);EINF;Einfang (Abzw);710;6.31936;Zurich HB - Brugg AG;SBB CFF;2677295.927;1250282.946;1250282.95114,2677295.93061;8503510;3510;Einfang (Abzw);http://lod.opentransportdata.swiss/didok/8503510
ERLB;Erlenbach ZH;ERLB;Erlenbach ZH;730;13.47249;Zurich Stadelhofen - Rapperswil;SBB CFF;2687182.35;1240074.704;1240074.70113,2687182.35062;8503102;3102;Erlenbach ZH;http://lod.opentransportdata.swiss/didok/8503102
ERNA;Erstfeld Nord (Abzw);ER;Erstfeld;600;40.90184;Immensee - Bellinzona - Chiasso;SBB CFF;2692249.255;1186817.354;1186817.35111,2692249.25064;8516699;16699;Erstfeld Nord (Abzw);http://lod.opentransportdata.swiss/didok/8516699
ESP;Essert-Pittet;ESP;Essert-Pittet;210;29.67427;Daillens - Biel/Bienne;SBB CFF;2534414.919;1175523.475;1175523.48116,2534414.92051;8501111;1111;Essert-Pittet;http://lod.opentransportdata.swiss/didok/8501111
EVOU;Les Evouettes;EVOU;Les Evouettes;131;19.52614;Les Paluds - St-Gingolph (Frontiere);SBB CFF;2556966.445;1134763.808;1134763.81113,2556966.45054;8501425;1425;Les Evouettes;http://lod.opentransportdata.swiss/didok/8501425
EW;Etzwilen;EW;Etzwilen;819;31.80917;Etzwilen - Singen;SBB CFF;2703658.811;1279856.088;1279856.09114,2703658.81062;8506025;6025;Etzwilen;http://lod.opentransportdata.swiss/didok/8506025
EWW;Etzwilen West (Abzw);EW;Etzwilen;820;32.06207;Etzwilen - Schaffhausen;SBB CFF;2703415.022;1279787.347;1279787.35114,2703415.02062;8515443;15443;Etzwilen West (Abzw);http://lod.opentransportdata.swiss/didok/8515443
FB;Feldbach;FB;Feldbach;730;31.40364;Zurich Stadelhofen - Rapperswil;SBB CFF;2701825.161;1232903.634;1232903.63112,2701825.16064;8503109;3109;Feldbach;http://lod.opentransportdata.swiss/didok/8503109
FF;Frauenfeld;FF;Frauenfeld;840;42.05133;Winterthur Nord - Romanshorn;SBB CFF;2709725.594;1268513.356;1268513.36114,2709725.59063;8506100;6100;Frauenfeld;http://lod.opentransportdata.swiss/didok/8506100
FLA;Flawil;FLA;Flawil;850;95.32622;St.Gallen - Winterthur Nord;SBB CFF;2732145.507;1253071.93;1253071.93112,2732145.51065;8506209;6209;Flawil;http://lod.opentransportdata.swiss/didok/8506209
FMUE;Fluhmuhle (Abzw);FMUE;Fluhmuhle (Abzw);460;91.83103;Gumligen Sud - Fluhmuhle;SBB CFF;2664443.189;1212078.436;1212078.44113,2664443.19061;8505043;5043;Fluhmühle (Abzw);http://lod.opentransportdata.swiss/didok/8505043
FRNO;Fribourg Nord;FRNO;Fribourg Nord;253;48.925;Payerne Est - Fribourg Nord;SBB CFF;2578245.333;1184545.642;1184545.64114,2578245.33055;8515663;15663;Fribourg Nord;http://lod.opentransportdata.swiss/didok/8515663
FSMF;Faido SMF;FSMF;Faido SMF;594;240.34068;GBT West;SBB CFF;2705320.209;1150534.113;1150534.1111,2705320.21067;8518304;18304;Faido SMF;http://lod.opentransportdata.swiss/didok/8518304
FSMN;Faido SMF Nord;FSMF;Faido SMF;595;139.80808;GBT Ost;SBB CFF;2705073.237;1150991.197;1150991.20109,2705073.24067;8518324;18324;Faido SMF Nord;http://lod.opentransportdata.swiss/didok/8518324
GDBE;Genthod-Bellevue;GDBE;Genthod-Bellevue;150;54.77341;Lausanne - Geneve-Aeroport;SBB CFF;2500941.873;1123624.745;1123624.75113,2500941.87049;8501021;1021;Genthod-Bellevue;http://lod.opentransportdata.swiss/didok/8501021
GE;Geneve;GE;Geneve;150;60.26063;Lausanne - Geneve-Aeroport;SBB CFF;2499968.949;1118468.129;1118468.13113,2499968.95049;8501008;1008;Genève;http://lod.opentransportdata.swiss/didok/8501008
GELL;Gellert;GELL;Gellert;519;2.25327;Basel SBB - Gellert: Gleis 400;SBB CFF;2613310.27;1266514.711;1266514.71117,2613310.27056;8500045;45;Gellert;http://lod.opentransportdata.swiss/didok/8500045
GELL;Gellert;GELL;Gellert;520;2.25128;Gellert - Basel Bad DB;SBB CFF;2613310.27;1266514.711;1266514.71117,2613310.27056;8500045;45;Gellert;http://lod.opentransportdata.swiss/didok/8500045
GEPO;Geneve Poste 1;GE;Geneve;150;59.4;Lausanne - Geneve-Aeroport;SBB CFF;2500130.147;1119284.219;1119284.22113,2500130.15049;8501038;1038;Genève Poste 1;http://lod.opentransportdata.swiss/didok/8501038
GF;Glattfelden;GF;Glattfelden;770;19.39512;Bulach - Eglisau - Neuhausen;SBB CFF;2681707.459;1266991.053;1266991.05114,2681707.46061;8503401;3401;Glattfelden;http://lod.opentransportdata.swiss/didok/8503401
GIOC;Giornico (c bin);GIOC;Giornico (c bin);600;121.12164;Immensee - Bellinzona - Chiasso;SBB CFF;2709999.191;1140515.867;1140515.87109,2709999.19067;8505245;5245;Giornico (c bin);http://lod.opentransportdata.swiss/didok/8505245
GIU;Giubiasco;GIU;Giubiasco;600;154.04336;Immensee - Bellinzona - Chiasso;SBB CFF;2720850.302;1114798.345;1114798.34107,2720850.30069;8505214;5214;Giubiasco;http://lod.opentransportdata.swiss/didok/8505214
GIUS;Giubiasco Sud (bif);GIU;Giubiasco;600;154.35756;Immensee - Bellinzona - Chiasso;SBB CFF;2720610.772;1114594.572;1114594.57107,2720610.77069;8515402;15402;Giubiasco Sud (bif);http://lod.opentransportdata.swiss/didok/8515402
GIV;Givisiez;GIV;Givisiez;253;46.269;Payerne Est - Fribourg Nord;SBB CFF;2576443.215;1185113.604;1185113.60114,2576443.22055;8504181;4181;Givisiez;http://lod.opentransportdata.swiss/didok/8504181
GLA;Gland;GLA;Gland;150;33.78925;Lausanne - Geneve-Aeroport;SBB CFF;2510093.198;1141631.179;1141631.18114,2510093.20049;8501031;1031;Gland;http://lod.opentransportdata.swiss/didok/8501031
GLBS;Glattbrugg Sud (Abzw);GLBS;Glattbrugg Sud (Abzw);706;6.75063;Zurich Seebach - Glattbrugg Sud;SBB CFF;2684529.2;1253463.252;1253463.25114,2684529.20062;8515460;15460;Glattbrugg Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515460
GLO;Glovelier;GLO;Glovelier;237;30.283;Combe-Tabeillon - Glovelier;SBB CFF;2582668.271;1242730.974;1242730.97116,2582668.27054;8500123;123;Glovelier;http://lod.opentransportdata.swiss/didok/8500123
GLO;Glovelier;GLO;Glovelier;240;96.39549;Delemont - Delle;SBB CFF;2582668.271;1242730.974;1242730.97116,2582668.27054;8500123;123;Glovelier;http://lod.opentransportdata.swiss/didok/8500123
GM;Granges-Marnand;GM;Granges-Marnand;251;50.44178;Palezieux Est - Lyss Nord;SBB CFF;2558413.081;1178773.963;1178773.96115,2558413.08053;8504122;4122;Granges-Marnand;http://lod.opentransportdata.swiss/didok/8504122
GMT;Gruemet (Abzw);GMT;Gruemet (Abzw);703;50.64735;ZH Oerlikon Nord - Wettingen - Gruemet;SBB CFF;2662628.057;1253220.563;1253220.56115,2662628.0606;8502131;2131;Gruemet (Abzw);http://lod.opentransportdata.swiss/didok/8502131
GRA;Grandgourt;GRA;Grandgourt;240;119.6638;Delemont - Delle;SBB CFF;2570559.067;1257756.634;1257756.63117,2570559.07052;8500143;143;Grandgourt;http://lod.opentransportdata.swiss/didok/8500143
GRUO;Gruonbach (Spw);GRUO;Gruonbach (Spw);600;30.87395;Immensee - Bellinzona - Chiasso;SBB CFF;2690182.656;1196536.069;1196687.80112,2690285.01064;8505140;5140;Gruonbach (Spw);http://lod.opentransportdata.swiss/didok/8505140
GRUO;Gruonbach (Spw);GRUO;Gruonbach (Spw);605;30.38386;Sisikon - Gruonbach (Gleis links);SBB CFF;2690182.656;1196536.069;1196687.80112,2690285.01064;8505140;5140;Gruonbach (Spw);http://lod.opentransportdata.swiss/didok/8505140
GRV;Grandvaux;GRV;Grandvaux;250;8.3099;Lausanne Est - Bern;SBB CFF;2545034.274;1149766.646;1149766.65114,2545034.27052;8504011;4011;Grandvaux;http://lod.opentransportdata.swiss/didok/8504011
GSAG;Emmenbrucke Gersag;GSAG;Emmenbrucke Gersag;500;89.155;Basel SBB - Olten - Luzern;SBB CFF;2663655.6;1214484.071;1214484.07114,2663655.60061;8502028;2028;Emmenbrücke Gersag;http://lod.opentransportdata.swiss/didok/8502028
GUE;Gumligen;GUE;Gumligen;290;113.95844;Bern Wylerfeld - Thun;SBB CFF;2605092.291;1198138.796;1198138.80115,2605092.29057;8507003;7003;Gümligen;http://lod.opentransportdata.swiss/didok/8507003
HBLO;Heitersberglinie Ost (Abzw);HBLO;Heitersberglinie Ost (Abzw);650;17.48466;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2667816.036;1254528.722;1254528.72114,2667816.0406;8515447;15447;Heitersberglinie Ost (Abzw);http://lod.opentransportdata.swiss/didok/8515447
HBTS;Hauenstein Sud (Spw);HBTS;Hauenstein Sud (Spw);500;34.035;Basel SBB - Olten - Luzern;SBB CFF;2635382.48;1249426.086;1249426.09115,2635382.48058;8500247;247;Hauenstein Süd (Spw);http://lod.opentransportdata.swiss/didok/8500247
HDKN;Hendschiken Nord (Abzw);HDK;Hendschiken;647;10.81463;Brugg - Hendschiken Nord;SBB CFF;2657901.26;1249209.835;1249209.84114,2657901.2606;8515403;15403;Hendschiken Nord (Abzw);http://lod.opentransportdata.swiss/didok/8515403
HDKN;Hendschiken Nord (Abzw);HDK;Hendschiken;654;64.95649;Gexi - Hendschiken Nord (Gleis links);SBB CFF;2657901.26;1249209.835;1249209.84114,2657901.2606;8515403;15403;Hendschiken Nord (Abzw);http://lod.opentransportdata.swiss/didok/8515403
HERL;Herrliberg-Feldmeilen;HERL;Herrliberg-Feldmeilen;730;16.61921;Zurich Stadelhofen - Rapperswil;SBB CFF;2688826.085;1237434.33;1237434.33113,2688826.09063;8503103;3103;Herrliberg-Feldmeilen;http://lod.opentransportdata.swiss/didok/8503103
HI;Hinwil;HI;Hinwil;753;22.54311;Effretikon - Wetzikon - Hinwil;SBB CFF;2705960.695;1239742.648;1239742.65112,2705960.70064;8503130;3130;Hinwil;http://lod.opentransportdata.swiss/didok/8503130
HM;Huttlingen-Mettendorf;HM;Huttlingen-Mettendorf;840;48.67064;Winterthur Nord - Romanshorn;SBB CFF;2715542.227;1271313.43;1271313.43114,2715542.23064;8506102;6102;Hüttlingen-Mettendorf;http://lod.opentransportdata.swiss/didok/8506102
HUEB;Hubeli LU;HUEB;Hubeli LU;651;1.73909;Hubeli - Beinwil - Lenzburg;SBB CFF;2663795.451;1215174.305;1215174.30114,2663795.45061;8515404;15404;Hübeli LU;http://lod.opentransportdata.swiss/didok/8515404
HURW;Hurlistein West;HUER;Hurlistein (Abzw);756;13.68029;Ueberwerfung Hurlistein;SBB CFF;2691345.703;1253329.672;1253329.67113,2691345.70062;8518270;18270;Hürlistein West;http://lod.opentransportdata.swiss/didok/8518270
INKV;Inkwil (Verzw);WANZ;Wanzwil (Abzw);415;70.59943;Wanzwil (Abzw) - Solothurn - Busswil;SBB CFF;2617131.905;1227196.055;1227196.05115,2617131.91057;8516770;16770;Inkwil (Verzw);http://lod.opentransportdata.swiss/didok/8516770
KB;Koblenz;KB;Koblenz;701;48.3789;Eglisau - Koblenz - Stein Sackingen Ost;SBB CFF;2659293.033;1272481.279;1272481.28116,2659293.03059;8500329;329;Koblenz;http://lod.opentransportdata.swiss/didok/8500329
KE;Kemptthal;KE;Kemptthal;751;20.49486;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2695543.203;1256554.586;1256554.59114,2695543.20062;8503304;3304;Kemptthal;http://lod.opentransportdata.swiss/didok/8503304
KGD;Kungoldingen;KGD;Kungoldingen;504;1.668;Zofingen - Suhr;SBB CFF;2638053.609;1239150.551;1239150.55115,2638053.61058;8502120;2120;Küngoldingen;http://lod.opentransportdata.swiss/didok/8502120
KIM;Kirchmatt (Spw);KIM;Kirchmatt (Spw);700;45.4953;Brugg - Pratteln Ost;SBB CFF;2647607.409;1259692.484;1259692.48116,2647607.41059;8515170;15170;Kirchmatt (Spw);http://lod.opentransportdata.swiss/didok/8515170
